0.286, 0.220
0.287, 0.260
0.288, 0.290
0.289, 0.230
0.290, 0.270
0.291, 0.200
0.292, 0.150
0.293, 0.240
0.294, 0.280
0.295, 0.200
0.296, 0.300
0.297, 0.250
0.298, 0.270
0.299, 0.250
0.300, 0.230
0.301, 0.320
0.302, 0.210
0.303, 0.290
0.304, 0.220
0.305, 0.260
0.306, 0.300
0.307, 0.300
0.308, 0.220
0.309, 0.240
0.310, 0.320
0.311, 0.270
0.312, 0.210
0.313, 0.240
0.314, 0.270
0.315, 0.250
0.316, 0.280
0.317, 0.200
0.318, 0.270
0.319, 0.290
0.320, 0.270
0.321, 0.290
0.322, 0.270
0.323, 0.190
0.324, 0.330
0.325, 0.260
0.326, 0.280
0.327, 0.270
0.328, 0.340
0.329, 0.260
0.330, 0.340
0.331, 0.260
0.332, 0.350
0.333, 0.270
0.334, 0.330
0.335, 0.280
0.336, 0.320
0.337, 0.300
0.338, 0.330
0.339, 0.290
0.340, 0.250
0.341, 0.230
0.342, 0.220
0.343, 0.250
0.344, 0.220
0.345, 0.320
0.346, 0.270
0.347, 0.280
0.348, 0.310
0.349, 0.300
0.350, 0.240
0.351, 0.300
0.352, 0.290
0.353, 0.320
0.354, 0.340
0.355, 0.330
0.356, 0.300
0.357, 0.220
0.358, 0.380
0.359, 0.270
0.360, 0.270
0.361, 0.250
0.362, 0.290
0.363, 0.260
0.364, 0.240
0.365, 0.210
0.366, 0.270
0.367, 0.300
0.368, 0.320
0.369, 0.340
0.370, 0.350
0.371, 0.300
0.372, 0.340
0.373, 0.270
0.374, 0.380
0.375, 0.270
0.376, 0.300
0.377, 0.270
0.378, 0.280
0.379, 0.310
0.380, 0.370
0.381, 0.320
0.382, 0.250
0.383, 0.360
0.384, 0.270
0.385, 0.300
0.386, 0.390
0.387, 0.300
0.388, 0.270
0.389, 0.380
0.390, 0.360
0.391, 0.370
0.392, 0.230
0.393, 0.310
0.394, 0.280
0.395, 0.290
0.396, 0.300
0.397, 0.400
0.398, 0.380
0.399, 0.300
0.400, 0.300
0.401, 0.360
0.402, 0.310
0.403, 0.400
0.404, 0.300
0.405, 0.330
0.406, 0.370
0.407, 0.370
0.408, 0.320
0.409, 0.280
0.410, 0.420
0.411, 0.370
0.412, 0.220
0.413, 0.360
0.414, 0.360
0.415, 0.340
0.416, 0.360
0.417, 0.440
0.418, 0.320
0.419, 0.370
0.420, 0.390
0.421, 0.400
0.422, 0.290
0.423, 0.320
0.424, 0.300
0.425, 0.360
0.426, 0.390
0.427, 0.280
0.428, 0.330
0.429, 0.420
0.430, 0.300
0.431, 0.310
0.432, 0.330
0.433, 0.350
0.434, 0.330
0.435, 0.370
0.436, 0.440
0.437, 0.340
0.438, 0.330
0.439, 0.370
0.440, 0.390
0.441, 0.360
0.442, 0.430
0.443, 0.380
0.444, 0.390
0.445, 0.360
0.446, 0.450
0.447, 0.240
0.448, 0.360
0.449, 0.320
0.450, 0.360
0.451, 0.330
0.452, 0.330
0.453, 0.410
0.454, 0.400
0.455, 0.390
0.456, 0.430
0.457, 0.420
0.458, 0.290
0.459, 0.340
0.460, 0.340
0.461, 0.430
0.462, 0.360
0.463, 0.340
0.464, 0.400
0.465, 0.310
0.466, 0.330
0.467, 0.390
0.468, 0.510
0.469, 0.480
0.470, 0.360
0.471, 0.300
0.472, 0.320
0.473, 0.350
0.474, 0.350
0.475, 0.470
0.476, 0.390
0.477, 0.440
0.478, 0.310
0.479, 0.450
0.480, 0.450
0.481, 0.440
0.482, 0.360
0.483, 0.400
0.484, 0.420
0.485, 0.360
0.486, 0.410
0.487, 0.370
0.488, 0.330
0.489, 0.370
0.490, 0.300
0.491, 0.370
0.492, 0.410
0.493, 0.350
0.494, 0.420
0.495, 0.300
0.496, 0.400
0.497, 0.350
0.498, 0.310
0.499, 0.360
0.500, 0.450
0.501, 0.410
0.502, 0.360
0.503, 0.400
0.504, 0.430
0.505, 0.390
0.506, 0.410
0.507, 0.360
0.508, 0.360
0.509, 0.410
0.510, 0.360
0.511, 0.470
0.512, 0.510
0.513, 0.370
0.514, 0.360
0.515, 0.430
0.516, 0.420
0.517, 0.370
0.518, 0.440
0.519, 0.420
0.520, 0.350
0.521, 0.490
0.522, 0.420
0.523, 0.350
0.524, 0.440
0.525, 0.400
0.526, 0.380
0.527, 0.430
0.528, 0.370
0.529, 0.340
0.530, 0.460
0.531, 0.400
0.532, 0.370
0.533, 0.440
0.534, 0.320
0.535, 0.440
0.536, 0.500
0.537, 0.460
0.538, 0.330
0.539, 0.400
0.540, 0.410
0.541, 0.420
0.542, 0.410
0.543, 0.410
0.544, 0.370
0.545, 0.390
0.546, 0.320
0.547, 0.400
0.548, 0.400
0.549, 0.390
0.550, 0.460
0.551, 0.390
0.552, 0.350
0.553, 0.420
0.554, 0.390
0.555, 0.360
0.556, 0.370
0.557, 0.400
0.558, 0.500
0.559, 0.470
0.560, 0.380
0.561, 0.400
0.562, 0.490
0.563, 0.530
0.564, 0.420
0.565, 0.430
0.566, 0.420
0.567, 0.430
0.568, 0.370
0.569, 0.500
0.570, 0.500
0.571, 0.490
0.572, 0.420
0.573, 0.380
0.574, 0.400
0.575, 0.510
0.576, 0.500
0.577, 0.420
0.578, 0.540
0.579, 0.440
0.580, 0.400
0.581, 0.470
0.582, 0.460
0.583, 0.450
0.584, 0.450
0.585, 0.460
0.586, 0.430
0.587, 0.450
0.588, 0.390
0.589, 0.390
0.590, 0.410
0.591, 0.420
0.592, 0.390
0.593, 0.420
0.594, 0.450
0.595, 0.490
0.596, 0.490
0.597, 0.490
0.598, 0.450
0.599, 0.510
0.600, 0.410
0.601, 0.420
0.602, 0.510
0.603, 0.490
0.604, 0.450
0.605, 0.510
0.606, 0.530
0.607, 0.490
0.608, 0.440
0.609, 0.400
0.610, 0.480
0.611, 0.430
0.612, 0.390
0.613, 0.510
0.614, 0.450
0.615, 0.520
0.616, 0.500
0.617, 0.540
0.618, 0.550
0.619, 0.480
0.620, 0.410
0.621, 0.490
0.622, 0.440
0.623, 0.520
0.624, 0.390
0.625, 0.360
0.626, 0.490
0.627, 0.610
0.628, 0.570
0.629, 0.500
0.630, 0.510
0.631, 0.460
0.632, 0.490
0.633, 0.490
0.634, 0.420
0.635, 0.470
0.636, 0.520
0.637, 0.430
0.638, 0.400
0.639, 0.530
0.640, 0.460
0.641, 0.420
0.642, 0.500
0.643, 0.440
0.644, 0.500
0.645, 0.470
0.646, 0.530
0.647, 0.400
0.648, 0.530
0.649, 0.490
0.650, 0.590
0.651, 0.420
0.652, 0.500
0.653, 0.440
0.654, 0.450
0.655, 0.480
0.656, 0.510
0.657, 0.600
0.658, 0.620
0.659, 0.440
0.660, 0.430
0.661, 0.460
0.662, 0.530
0.663, 0.570
0.664, 0.520
0.665, 0.400
0.666, 0.490
0.667, 0.490
0.668, 0.520
0.669, 0.570
0.670, 0.490
0.671, 0.510
0.672, 0.460
0.673, 0.490
0.674, 0.490
0.675, 0.510
0.676, 0.500
0.677, 0.550
0.678, 0.540
0.679, 0.450
0.680, 0.440
0.681, 0.510
0.682, 0.430
0.683, 0.430
0.684, 0.400
0.685, 0.470
0.686, 0.430
0.687, 0.510
0.688, 0.500
0.689, 0.510
0.690, 0.570
0.691, 0.550
0.692, 0.570
0.693, 0.440
0.694, 0.440
0.695, 0.470
0.696, 0.460
0.697, 0.520
0.698, 0.500
0.699, 0.440
0.700, 0.490
0.701, 0.550
0.702, 0.430
0.703, 0.410
0.704, 0.500
0.705, 0.450
0.706, 0.520
0.707, 0.470
0.708, 0.580
0.709, 0.510
0.710, 0.410
0.711, 0.510
0.712, 0.520
0.713, 0.470
0.714, 0.520
0.715, 0.520
0.716, 0.520
0.717, 0.460
0.718, 0.500
0.719, 0.550
0.720, 0.490
0.721, 0.460
0.722, 0.550
0.723, 0.500
0.724, 0.460
0.725, 0.490
0.726, 0.480
0.727, 0.460
0.728, 0.590
0.729, 0.460
0.730, 0.430
0.731, 0.560
0.732, 0.440
0.733, 0.510
0.734, 0.530
0.735, 0.500
0.736, 0.470
0.737, 0.530
0.738, 0.490
0.739, 0.510
0.740, 0.480
0.741, 0.610
0.742, 0.420
0.743, 0.570
0.744, 0.530
0.745, 0.560
0.746, 0.520
0.747, 0.550
0.748, 0.560
0.749, 0.440
0.750, 0.460
0.751, 0.520
0.752, 0.590
0.753, 0.590
0.754, 0.590
0.755, 0.520
0.756, 0.520
0.757, 0.580
0.758, 0.600
0.759, 0.510
0.760, 0.520
0.761, 0.510
0.762, 0.560
0.763, 0.560
0.764, 0.580
0.765, 0.500
0.766, 0.530
0.767, 0.540
0.768, 0.510
0.769, 0.520
0.770, 0.510
0.771, 0.540
0.772, 0.520
0.773, 0.440
0.774, 0.600
0.775, 0.450
0.776, 0.570
0.777, 0.560
0.778, 0.580
0.779, 0.560
0.780, 0.520
0.781, 0.610
0.782, 0.510
0.783, 0.560
0.784, 0.580
0.785, 0.490
0.786, 0.560
0.787, 0.550
0.788, 0.460
0.789, 0.530
0.790, 0.400
0.791, 0.540
0.792, 0.570
0.793, 0.560
0.794, 0.570
0.795, 0.540
0.796, 0.580
0.797, 0.440
0.798, 0.620
0.799, 0.540
0.800, 0.550
0.801, 0.530
0.802, 0.660
0.803, 0.630
0.804, 0.590
0.805, 0.600
0.806, 0.510
0.807, 0.580
0.808, 0.560
0.809, 0.580
0.810, 0.630
0.811, 0.470
0.812, 0.620
0.813, 0.460
0.814, 0.620
0.815, 0.620
0.816, 0.600
0.817, 0.530
0.818, 0.660
0.819, 0.550
0.820, 0.500
0.821, 0.590
0.822, 0.560
0.823, 0.620
0.824, 0.570
0.825, 0.500
0.826, 0.710
0.827, 0.560
0.828, 0.680
0.829, 0.510
0.830, 0.580
0.831, 0.670
0.832, 0.620
0.833, 0.580
0.834, 0.580
0.835, 0.630
0.836, 0.540
0.837, 0.580
0.838, 0.610
0.839, 0.610
0.840, 0.600
0.841, 0.620
0.842, 0.540
0.843, 0.590
0.844, 0.560
0.845, 0.610
0.846, 0.560
0.847, 0.610
0.848, 0.600
0.849, 0.620
0.850, 0.580
0.851, 0.640
0.852, 0.640
0.853, 0.660
0.854, 0.600
0.855, 0.630
0.856, 0.700
0.857, 0.640
0.858, 0.610
0.859, 0.570
0.860, 0.640
0.861, 0.600
0.862, 0.680
0.863, 0.580
0.864, 0.750
0.865, 0.710
0.866, 0.610
0.867, 0.710
0.868, 0.690
0.869, 0.620
0.870, 0.640
0.871, 0.640
0.872, 0.740
0.873, 0.710
0.874, 0.680
0.875, 0.740
0.876, 0.630
0.877, 0.690
0.878, 0.740
0.879, 0.720
0.880, 0.700
0.881, 0.760
0.882, 0.690
0.883, 0.720
0.884, 0.740
0.885, 0.720
0.886, 0.710
0.887, 0.750
0.888, 0.800
0.889, 0.790
0.890, 0.800
0.891, 0.720
0.892, 0.750
0.893, 0.750
0.894, 0.770
0.895, 0.750
0.896, 0.780
0.897, 0.730
0.898, 0.850
0.899, 0.860
0.900, 0.710
0.901, 0.790
0.902, 0.820
0.903, 0.830
0.904, 0.810
0.905, 0.820
0.906, 0.860
0.907, 0.780
0.908, 0.840
0.909, 0.880
0.910, 0.910
0.911, 0.850
0.912, 0.860
0.913, 0.850
0.914, 0.810
0.915, 0.850
0.916, 0.900
0.917, 0.810
0.918, 0.820
0.919, 0.910
0.920, 0.850
0.921, 0.900
0.922, 0.880
0.923, 0.890
0.924, 0.930
0.925, 0.870
0.926, 0.850
0.927, 0.930
0.928, 0.890
0.929, 0.950
0.930, 0.910
0.931, 0.910
0.932, 0.920
0.933, 0.970
0.934, 0.950
0.935, 0.940
0.936, 0.930
0.937, 0.950
0.938, 0.970
0.939, 0.960
0.940, 0.950
0.941, 0.920
0.942, 0.890
0.943, 0.960
0.944, 0.980
0.945, 0.930
0.946, 0.950
0.947, 0.960
0.948, 0.940
0.949, 0.980
0.950, 0.960
0.951, 0.950
0.952, 1.000
0.953, 0.990
0.954, 0.960
0.955, 0.980
0.956, 0.990
0.957, 0.960
0.958, 0.960
0.959, 0.970
0.960, 0.980
0.961, 1.000
0.962, 0.990
0.963, 0.960
0.964, 0.990
0.965, 0.950
0.966, 1.000
0.967, 0.990
0.968, 0.980
0.969, 0.990
0.970, 1.000
0.971, 0.960
0.972, 0.990
0.973, 1.000
0.974, 0.990
0.975, 0.950
0.976, 0.990
0.977, 1.000
0.978, 1.000
0.979, 0.990
0.980, 0.980
0.981, 1.000
0.982, 0.990
0.983, 0.970
0.984, 0.990
0.985, 0.990
0.986, 1.000
0.987, 1.000
0.988, 1.000
0.989, 0.960
0.990, 0.990
0.991, 1.000
0.992, 0.990
0.993, 1.000
0.994, 0.990
0.995, 0.990
0.996, 1.000
0.997, 0.990
0.998, 0.990
0.999, 0.990
